pmid	lane_before_llm	gate_reason	model_p	final_decision	final_reason	topic_relevance	sem_intent	sem_seed	graph_ppr_pct	graph_links_frac	year_scaled	abstract_len_bin	pub_types	year	title	abstract
31760443	sent_to_llm		1.0000	borderline	insufficient_info	primary_rct	0.8535	0.8535	0.0	0.0000	0.4000	normal	Journal Article;Multicenter Study	2019	The incidence of neuropathic pain after intercostal cryoablation during the Nuss procedure.	Intercostal nerve cryoblation during the Nuss procedure for pectus excavatum decreases pain, opiate requirement, and hospital length of stay (LOS) compared to thoracic epidural analgesia. However, long-term complications of cryoablation, including neuropathic pain development, are not well studied. We conducted a multi-institutional retrospective review of patients following intercostal nerve cryoablation during Nuss bar insertion (11/2015-7/2018). Patients completed the Leeds Assessment of Neuropathic Symptoms and Signs, a validated questionnaire for detecting neuropathic symptoms. Primary outcome was neuropathic pain development. Secondary outcomes included duration of chest numbness and LOS. T test was performed; p < 0.05 is significant. 43 patients underwent intercostal cryoablation during the Nuss procedure. Ages at repair ranged 11-47 years (median 16). Patients were grouped by age: ≤ 21 years (30 patients) or older (13 patients). Mean LOS was shorter for the younger group, 2.0 versus 3.9 days (p = 0.03). No patients in the younger group, and three in the older, experienced neuropathic pain. Mean time to numbness resolution was shorter for the younger group, 3.4 versus 10.8 months (p = 0.003). In pediatric patients, intercostal cryoablation provides effective analgesia following the Nuss procedure with minimal risk of post-operative neuropathic pain. Adult patients are at greater risk of experiencing neuropathic pain and prolonged numbness.
30935731	sent_to_llm		1.0000	include	intervention_mismatch	primary_rct	0.8653	0.8653	0.0	0.0000	0.4000	long	Journal Article;Randomized Controlled Trial	2019	Intraoperative intercostal nerve cryoablation During the Nuss procedure reduces length of stay and opioid requirement: A randomized clinical trial.	Minimally-invasive repair of pectus excavatum by the Nuss procedure is associated with significant postoperative pain, prolonged hospital stay, and high opiate requirement. We hypothesized that intercostal nerve cryoablation during the Nuss procedure reduces hospital length of stay (LOS) compared to thoracic epidural analgesia. This randomized clinical trial evaluated 20 consecutive patients undergoing the Nuss procedure for pectus excavatum between May 2016 and March 2018. Patients were randomized evenly via closed-envelope method to receive either cryoanalgesia or thoracic epidural analgesia. Patients and physicians were blinded to study arm until immediately preoperatively. Single institution, UCSF-Benioff Children's Hospital. 20 consecutive patients were recruited from those scheduled for the Nuss procedure. Exclusion criteria were age < 13 years, chest wall anomaly other than pectus excavatum, previous repair or other thoracic surgery, and chronic use of pain medications. Primary outcome was postoperative LOS. Secondary outcomes included total operative time, total/daily opioid requirement, inpatient/outpatient pain score, and complications. Primary outcome data were analyzed by the Mann-Whitney U-test for nonparametric continuous variables. Other continuous variables were analyzed by two-tailed t-test, while categorical data were compared via Chi-squared test, with alpha = 0.05 for significance. 20 patients were randomized to receive either cryoablation (n = 10) or thoracic epidural (n = 10). Mean operating room time was 46.5 min longer in the cryoanalgesia group (p = 0.0001). Median LOS decreased by 2 days in patients undergoing cryoablation, to 3 days from 5 days (Mann-Whitney U, p = 0.0001). Cryoablation patients required significantly less inpatient opioid analgesia with a mean decrease of 416 mg oral morphine equivalent per patient (p = 0.0001), requiring 52%-82% fewer milligrams on postoperative days 1-3 (p < 0.01 each day). There was no difference in mean pain score between the groups at any point postoperatively, up to one year, and no increased incidence of neuropathic pain in the cryoablation group. No complications were noted in the cryoablation group; among patients with epidurals, one patient experienced a symptomatic pneumothorax and another had urinary retention. Intercostal nerve cryoablation during the Nuss procedure decreases hospital length of stay and opiate requirement versus thoracic epidural analgesia, while offering equivalent pain control. Treatment study. Level I.
30278932	sent_to_llm		1.0000	include	off_topic	primary_rct	0.8608	0.8608	0.0	0.0000	0.3000	normal	Comparative Study;Journal Article	2018	Comparing outcomes with thoracic epidural and intercostal nerve cryoablation after Nuss procedure.	This study aimed to evaluate postoperative outcomes after minimally invasive repair of pectus excavatum (Nuss procedure) using video-assisted intercostal nerve cryoablation (INC) compared to thoracic epidural (TE). We performed a single center retrospective review of pediatric patients who underwent Nuss procedure with INC (n = 19) or TE (n = 13) from April 2015 to August 2017. Preoperative, intraoperative, and postoperative characteristics were collected. The primary outcome was length of stay (LOS) and secondary outcomes were intravenous and oral opioid use, pain scores, and complications. Opioids were converted to oral morphine milligram equivalents per kilogram (oral morphine equivalent [OME]/kg). Mann-Whitney U test was used for continuous and chi-squared analysis for categorical variables. There were no significant differences in patient characteristics, except Haller Index (INC: median [interquartile range] 4.3 [3.6-4.9]; TE: 3.2 [2.8-4.0]; P = 0.03). LOS was shorter with INC (INC: 3 [3-4] days; TE: 6 [5-7] days; P < 0.001). Opioid use was higher intraoperatively (INC: 1.08 [0.87-1.37] OME/kg; TE: 0.46 [0.37-0.67] OME/kg; P = 0.002) and unchanged postoperatively (INC: 1.78 [1.26-3.77] OME/kg; TE: 1.82 [1.05-3.37] OME/kg; P = 0.80), and prescription doses were lower at discharge in INC (INC: 30 [30-40] doses; TE: 42 [40-60] doses; P = 0.005). There was no significant difference in postoperative complications (INC: 42.1%; TE: 53.9%; P = 0.51). INC during Nuss procedure reduced LOS, shifting postoperative opioid use earlier during admission. This may reflect the need for improved early pain control until INC takes effect. Prospective evaluation after INC is needed to characterize long-term pain medication requirements.
29672193	sent_to_llm		1.0000	include	off_topic	primary_rct	0.8311	0.8311	0.0	0.0000	0.3000	normal	Journal Article	2018	Cryoanalgesia in Patients Undergoing Nuss Repair of Pectus Excavatum: Technique Modification and Early Results.	The Nuss procedure for surgical correction of pectus excavatum often causes severe postoperative pain. Cryoanalgesia of intercostal nerves is an alternative modality for pain control. We describe our modification of the cryoICE™ probe that allows for nerve ablation through the ipsilateral chest along with early results utilizing this technique. To allow for ipsilateral nerve ablation, a 20-French chest tube was cut and secured to the cryoICE probe, thus providing insulation for the malleable end of the probe. A 3-year retrospective review of patients undergoing Nuss repair at our institution was performed. Patients who received cryoanalgesia (cryo, n = 6) were compared with a historical control cohort who did not receive cryoanalgesia (nocryo, n = 13) during Nuss repair. Hospital length of stay, postoperative narcotic requirement (PNR), and highest postoperative pain score were collected. Both cohorts were similar regarding age, BMI, and pectus index. The cryo group had a significantly less PNR (6.4 versus 17.9 doses, P = .05) and was discharged on average >1 day earlier than nocryo patients (3.7 versus 2.2 days, P = .01). No complications occurred in either group. Our technique modification simplifies previously described approaches to intercostal nerve cryoablation. Patients undergoing this adjunct benefit with less PNR and a faster discharge time.
28302362	auto_exclude	design_mismatch	1.0000	exclude	design_mismatch	off_topic	0.8392	0.8392	0.0	0.0000	0.2000	none	Letter	2017	Response to intercostal nerve cryoablation versus thoracic epidural catheters for postoperative analgesia following pectus excavatum repair.	
27745867	sent_to_llm		1.0000	include	off_topic	primary_rct	0.8571	0.8571	0.0	0.0000	0.1000	normal	Comparative Study;Journal Article;Multicenter Study	2016	Intercostal nerve cryoablation versus thoracic epidural catheters for postoperative analgesia following pectus excavatum repair: Preliminary outcomes in twenty-six cryoablation patients.	Multimodal pain management strategies are used for analgesia following pectus excavatum repair. However, the optimal regimen has not been identified. We describe our early experience with intercostal cryoablation for pain management in children undergoing the Nuss procedure and compare early cryoablation outcomes to our prior outcomes using thoracic epidural analgesia. A multi-institutional, retrospective review of fifty-two patients undergoing Nuss bar placement with either intercostal cryoablation (n=26) or thoracic epidural analgesia (n=26) from March 2013 to January 2016 was conducted. The primary outcome was hospital length of stay. Secondary outcomes included telemetry unit monitoring time, total intravenous narcotic use, duration of intravenous narcotic use, and postoperative complications. Patients who underwent intercostal cryoablation had a significant reduction in the mean hospital length of stay, time in a monitored telemetry bed, total use of intravenous narcotics, and the duration of intravenous narcotic administration when compared to thoracic epidural patients. Cryoablation patients had a slightly higher rate of postoperative complications. Intercostal cryoablation is a promising technique for postoperative pain management in children undergoing repair of pectus excavatum. This therapy results in reduced time to hospital discharge, decreased intravenous narcotic utilization, and has eliminated epidurals from our practice. Retrospective study - level III.
39831262	sent_to_llm		1.0000	borderline	insufficient_info	primary_rct	0.4499	0.4499	0.0	0.0000	0.9000	normal	Journal Article	2024	Phoenix Comprehensive Assessment of Pectus Excavatum Symptoms (PCAPES).	Pectus excavatum (PE) can cause cardiopulmonary compression with a wide range of symptoms and psychosocial effects. Few validated surveys assess the extensive symptomatology of the adult pectus population. A comprehensive symptom survey was developed and validated with outcomes presented. An observational and validation study of a novel symptom survey [Phoenix Comprehensive Assessment of Pectus Excavatum Symptoms (PCAPES)] was performed that included patients evaluated for PE from October 2020-September 2021 at Mayo Clinic Arizona. Survey validation was performed in three phases. After survey validation, 432 patients completed the PCAPES survey: median age was 30 years [interquartile range (IQR), 23.0, 39.9 years], 57.8% males, median Haller index: 4.2 (IQR, 3.6, 5.4). Common neurological complaints included headaches (74%) and positional dizziness (67%). Regarding cardiovascular symptoms, 6/7 exercise related questions had at least 70% of patients reporting limitations or inability to perform. Pulmonary-wise, >80% noted restricted breathing both with normal activity and during exercise. For gastrointestinal symptoms, nearly half reported some degree of dysphagia with 52% noting post-prandial dyspnea. Psychosocially, patients reported either avoiding activities where their chest could be visible (68%) or feeling bothered by the overall appearance of their chest (80%). Commonly reported complaints were feelings of depression and anxiety (65% each). Females and older patients (≥30) were more severely affected with cardiac symptoms (P<0.05 for all comparisons). Despite being more symptomatic, females were more likely to feel dismissed by their physicians. Pectus causes a variety of symptoms, and a comprehensive survey should be performed for assessment and indication of further testing.
38190771	sent_to_llm		1.0000	include	off_topic	adjacent_meta_analysis	0.7872	0.7872	0.0	0.0000	0.9000	normal	Journal Article	2024	Intercostal spinal nerve cryoablation for analgesia following pectus excavatum repair.	Pectus excavatum is a common chest wall deformity, most often treated during adolescence, that presents a significant postoperative pain control challenge for pediatric surgeons following surgical correction. The purpose of this article is to review the technique and outcomes of intercostal spinal nerve cryoablation for postoperative analgesia following surgical correction of pectus excavatum. Contemporary and historic literature were reviewed. Findings are summarized to provide a concise synopsis of the benefits of intercostal spinal nerve cryoablation relative to alternative analgesic modalities, as well as advocate for more widespread inclusion of this technique into multimodal pain regimens.
37364610	sent_to_llm		1.0000	include	design_mismatch	primary_rct	0.7212	0.7212	0.0	0.0000	0.8000	normal	Journal Article;Randomized Controlled Trial	2023	A Randomized Controlled Trial of Cryoanalgesia for Pain Management following Pectus Excavatum Repair: A Single-Center, Single-Blind, Parallel Design Study.	Conventional postoperative pain management, with an intravenous patient-controlled approach or thoracic epidural analgesia, has proved suboptimal following a minimally invasive repair of pectus excavatum. Considering its postulated mechanism of action, we encouraged cryoanalgesia as an effective method for postrepair pain management and a possibly superior alternative. A randomized, single-blind clinical trial was tested on patients undergoing pectus excavatum (PE) repair in March and December 2022. Among 101 patients, consenting study participants were randomly assigned to one of two groups: cryoanalgesia (group C, n = 24) or noncryoanalgesia (group N, n = 24). Group N received conventional pain management. Comparing the results, pain levels were measured using the visual analog scale (VAS-R for resting and VAS-D for dynamic) and the total rescue analgesic consumption was determined. Intrathoracic cryoablation was performed bilaterally on the fourth and seventh intercostal nerves using a cryoprobe at -80°C for 2 minutes. The two groups had similar baseline-patient characteristics; however, group C had a longer mean operative time (159 vs. 125 minutes, p < 0.01) and experienced significantly less pain throughout the postoperative course, with VAS at 6 hours (5.38 vs. 7.04, p < 0.01) and 48 hours (3.17 vs. 5.67, p < 0.01). Cryoanalgesia improved postoperative pain control at rest and during movement following PE repair. However, the outcome was less favorable than expected because the VAS was greater than 4 (moderate pain), although after a day or two, it decreased to lower levels (VAS < 4) in the cyro group. Considering its extra invasiveness and instrumentation, a routine cryoanalgesia procedure for pectus surgery is yet to be determined.
37286412	sent_to_llm		1.0000	include	off_topic	primary_rct	0.7928	0.7928	0.0	0.0000	0.8000	normal	Observational Study;Journal Article	2023	Forgotten Branch of the Intercostal Nerve: Implication for Cryoablation Nerve Block for Pectus Excavatum Repair.	We first utilized and reported on the use of cryoanalgesia for postoperative pain control for Nuss procedure in 2016. We hypothesized that postoperative pain control could be optimized if the intercostal nerve anatomy is better understood. To test this hypothesis, human cadavers were dissected to elucidate the intercostal nerve anatomy. Cryoablation technique was modified. Cadaver Study: Adult cadavers were used to visualize the branching patterns of the intercostal nerves. Cryoablation: Posterior to the mid-axillary line for intercostal nerves 4, 5, 6 and 7, main intercostal nerve, lateral cutaneous branch and collateral branch were cryoablated under thoracoscopic view. Verbal pain scores were obtained from patients one day after the procedure. The study results were obtained during the years 2021 and 2022. Eleven cadavers were dissected. The path of the main intercostal and lateral cutaneous branch lie on the inferior rib surface of the corresponding intercostal nerve. Total of 92 lateral cutaneous branches of the intercostal nerve were dissected and measured as they pierced the intercostal muscle. Most lateral cutaneous branches of the intercostal nerve pierced the intercostal muscle anterior to midaxillary line 78.3%, posterior to midaxillary line 18.5% or on the midaxillary line 3.3%. The collateral branch of the intercostal nerve separated near the spine and traveled along the superior surface of the next inferior rib. Cryoablation: 22 male patients underwent Nuss procedure with cryoanalgesia. Median age of the patients was 15 years (IQR: 2), median Haller index was 3.73 (IQR: 0.85), median pain score (0-10 maximum pain) was 1 (IQR: 1.75). Cryoablation of the intercostal nerve and its two branches improves pain control after a Nuss procedure. Level 4. Observational study.
36967421	sent_to_llm		1.0000	include	off_topic	primary_rct	0.7589	0.7589	0.0	0.0000	0.8000	normal	Journal Article	2023	A pilot study of multi-modal pain management for same-day discharge after minimally invasive repair of pectus excavatum (Nuss procedure) in children.	Despite advancements in minimally invasive repair of pectus excavatum (MIRPE), Nuss procedure, postoperative pain control remains challenging. This report covers a multimodal regimen using bilateral single-shot paravertebral block (PVB) and bilateral thoracoscopic intercostal nerve (T3-T7) cryoablation, leading to significant reduction in length of stay (LOS) and high rate of same-day discharge. This is a comparative study of pain management protocols for patients undergoing the Nuss procedure at a single center from 2016 through 2020. All patients underwent the the same surgical technique for the treatment of pectus excavatum at a single center. Patients received bilateral PVB with continuous infusion (Group 1, n = 12), bilateral PVB with infusion and right-side cryoablation (Group 2, n = 9), or bilateral single-shot PVB and bilateral cryoablation (Group 3, n = 17). The primary outcome was LOS with focus on same-day discharge, and the secondary outcome was decreased opioid usage. Eleven of 17 patients in Group 3 (65%) (bilateral single-shot PVB and bilateral cryoablation) were discharged the same day as surgery. The remaining Group 3 patients were discharged the following day with no complications or interventions. Compared to Group 1 (no cryoablation), Group 3 had shorter LOS (median 4.4 days vs. 0.7 days, respectively, p < 0.001) and significantly decreased median opioid use on the day of surgery (0.92 mg/kg vs. 0.47 mg/kg, p = 0.006). Findings demonstrate the feasibility of multimodal pain management for same-day discharge after the Nuss procedure. Future multisite studies are needed to investigate the superiority of this approach to established methods. III.
35945758	sent_to_llm		1.0000	include	off_topic	primary_rct	0.6966	0.6966	0.0	0.0000	0.7000	normal	Journal Article	2022	Limited cryoablation reduces hospital stay and opioid consumption compared to thoracic epidural analgesia after minimally invasive repair of pectus excavatum.	pain following minimally invasive repair of pectus excavatum (MIRPE) is a critical concern that leads to a prolonged hospital stay and high doses of opiates administered to the patients. This study aimed to evaluate the efficacy of intraoperative cryoanalgesia (cryoablation of the intercostal nerves) during MIRPE. We retrospectively analyzed the data of 64 patients who underwent MIRPE and received cryoanalgesia or epidural analgesia between January 2019 and January 2021. The oral morphine milligram equivalent (MME) was used to calculate the dosage of opioid agents. The median age was 15 years (range, 4-33 years). The median postoperative hospital stay was 4 days (range, 2-6 days), with a median oral MME consumption of 45 mg (ranging from 0 to 1360 mg). Cryoanalgesia was performed in 38 patients, and epidural analgesia was administered to the remaining 26 patients. The cryoanalgesia group had a significantly lesser pain score, shorter postoperative hospital stay and lower oral MME consumption than the epidural analgesia group (5 vs 2; P < .001, 3 days vs 5 days; P < .001, 19 mg vs 634 mg; P < .001). Cryoanalgesia appears to reduce postoperative hospital stay and opioid consumption compared with epidural analgesia. The outcomes of this study indicate that cryoanalgesia might be a safe and effective method for pain control following MIRPE.
35299214	sent_to_llm		1.0000	include	off_topic	adjacent_meta_analysis	0.7454	0.7454	0.0	0.0000	0.7000	none	Journal Article	2022	Are We Ready for Cryoablation in Children Undergoing Nuss Procedures?	
33853732	sent_to_llm		1.0000	include	off_topic	primary_rct	0.7830	0.7830	0.0	0.0000	0.6000	normal	Journal Article	2021	Intercostal cryoablation during Nuss procedure: A large volume single surgeon's experience and outcomes.	Recent studies have shown intercostal cryoablation(IC) during the Nuss procedure decreases hospital length of stay(LOS) and opioid administration. However, few studies have also evaluated the risk of postoperative complications related to IC. We performed a single center retrospective analysis of all patients who underwent Nuss procedure by one surgeon from 2/2016 to 2/2020, comparing intraoperative IC to other pain management modalities(non-IC). Primary outcomes were postoperative complications, hospital LOS, and opioid administration. Multivariate analysis was performed with outcomes reported as regression coefficients(RC) or odds ratios(OR) with 95% confidence interval. IC was associated with decreased hospital LOS (RC -1.91[-2.29 to -1.54], less hospital opioid administration (RC -4.28[-5.13 to -3.43]), and less discharge opioid administration (RC -3.82[-5.23 to -2.41]). With respect to postoperative complications, IC decreased the odds of urinary retention (OR 0.16[0.06 to 0.44]); however, increased the odds of slipped bars requiring reoperation (OR 36.65[5.04-266.39]). Our single surgeon experience controls for surgeon variability and demonstrates intraoperative IC for the Nuss procedure is an effective pain management modality that decreases hospital LOS and opioid use during hospitalization and at discharge; however, it is associated with increased odds of slipped bars requiring reoperation. III.
29927703	sent_to_llm		1.0000	include	off_topic	primary_rct	0.7667	0.7667	0.0	0.0000	0.3000	normal	Journal Article	2018	Outcomes Using Cryoablation for Postoperative Pain Control in Children Following Minimally Invasive Pectus Excavatum Repair.	Pain is the main factor that determines the postoperative course for patients undergoing pectus bar placement. Cryoablation of the intercostal nerves has been suggested to mitigate this pain. We instituted a protocol for using intercostal cryoablation and report our early results compared to our immediately previous cohort. A retrospective study was conducted on patients undergoing minimally invasive repair for pectus excavatum between January 1, 2017, and August 21, 2017. Demographic data, anthropometrics, operative times, type and duration of patient analgesia, and postoperative length of stay were collected. Descriptive statistics were performed with all means reported ± standard deviations. Comparisons between groups were analyzed on STATA using T-tests with a P value <.05 determined as significant. Twenty-eight patients were treated for pectus excavatum during the study period with 9 (32%) undergoing cryoablation. Mean number of rib spaces ablated was 5 ± 0.53 with no reported intraoperative complications. Mean operative time was 30 minutes longer in the cryoablation group (P = .00). Days to only oral pain medication was shorter in the cryoablation group, (1.22 ± 0.66 day versus 2.63 ± 0.68 day, P = .00). Length of stay, in days, was shorter in the cryoablation group (1.4 ± 0.72 days versus 4.0 ± 1.0 days, P = .00). There were no reported complications from cryoablation or bar placement during the study period. Days to discontinuation of oral narcotics were less in the cryoablation group (8.2 ± 7.0 versus 18.2 ± 10.4, P = .00). Cryoablation after pectus bar placement dramatically decreases narcotic usage and postoperative length of stay.
